drug_name,active_ingredient,category
DEFRONİ 125 MG SUDA DAĞILABILEN TABLET,DEFERASIROKS,Diğer / Sınıflandırılamadı
LATASOPT % 0.005 GÖZ DAMLASI,LATANOPROST,Diğer / Sınıflandırılamadı
İMNOVİD 1 MG SERT KAPSÜL,POMALİDOMİD,Diğer / Sınıflandırılamadı
İMNOVİD 2 MG SERT KAPSÜL,POMALİDOMİD,Diğer / Sınıflandırılamadı
İMNOVİD 3 MG SERT KAPSÜL,POMALİDOMİD,Diğer / Sınıflandırılamadı
İMNOVİD 4 MG SERT KAPSÜL,POMALİDOMİD,Diğer / Sınıflandırılamadı
ALECENSA 150 MG SERT KAPSÜL,ALEKTİNİB,Diğer / Sınıflandırılamadı
NİDAZOL 200 MG/5 ML ORAL SÜSPANSİYON,METRANİDAZOL,Diğer / Sınıflandırılamadı
BOOSTRIX  0.5 ML IM ENJEKSIYON IçIN SüSPANSIYON İçEREN  KULLANıMA HAZıR ENJEKTöR,"BOĞMACA TOKSOIDI (PT), FILAMENTÖZ HEMAGLUTININ (FHA), PERTAKTIN (PRN), DIFTERI TOKSOIDI (DT), TETANOZ TOKSOIDI (TT)",Diğer / Sınıflandırılamadı
İESETUM 2 G IV ENJEKSIYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN TOZ,SEFTAZIDIM,Diğer / Sınıflandırılamadı
IMURAN 25 MG FİLM KAPLI TABLET,AZATIOPRIN,Diğer / Sınıflandırılamadı
IMURAN 50 MG FİLM KAPLI TABLET,AZATIOPRIN,Diğer / Sınıflandırılamadı
FLUJECT 200 MG/100 ML IV İNFÜZYONLUK ÇÖZELTİ,FLUKONAZOL,Diğer / Sınıflandırılamadı
İESETUM 0.5 G IM/IV ENJEKSIYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN TOZ,SEFTAZIDIM,Diğer / Sınıflandırılamadı
CLOPRA 75 MG FİLM KAPLI TABLET,KLOPİDOGREL,Diğer / Sınıflandırılamadı
İESETUM 1 G IM/IV ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN TOZ,SEFTAZIDIM,Diğer / Sınıflandırılamadı
BATTICON %10 TOPIKAL ÇöZELTİ,POVIDON IYOT,Diğer / Sınıflandırılamadı
BAKSİL 1 G I.M./I.V. ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN TOZ,SULBAKTAM SODYUM,Diğer / Sınıflandırılamadı
CEPHAXON 1G IM ENJEKSIYONLUK ÇöZELTI HAZıRLAMAK İçIN TOZ  VE  ÇöZüCü,SEFTRIAKSON DISODYUM,Diğer / Sınıflandırılamadı
ORADRO 500 MG İ.V. LİYOFİLİZE ENJEKSİYONLUK TOZ İÇEREN FLAKON,KLARİTROMİSİN,Antibiyotik
DEPAKİN % 20 ORAL çöZELTI,SODYUM VALPROAT,Diğer / Sınıflandırılamadı
OKSITOSEL 5 IU/ML I.M./I.V. ENJEKSIYONLUK ÇöZELTI,OKSITOSIN (SENTETIK),Diğer / Sınıflandırılamadı
CEFORCE 1 G IM ENJEKSIYONLUK ÇöZELTI HAZıRLAMAK İçIN TOZ VE ÇöZüCü,SEFTRIAKSON DISODYUM HEMIHEPTAHIDRAT,Diğer / Sınıflandırılamadı
VANSEF 250 MG IM ENJEKSIYONLUK çöZELTI HAZıRLAMAK IçIN TOZ VE çöZüCü,SEFAZOLIN SODYUM,Diğer / Sınıflandırılamadı
VİNCRİSTİNE - KOÇAK 1 MG/ 1 ML I.V. ENJEKSİYONLUK ÇÖZELTİ,VİNKRİSTİN SÜLFAT,Diğer / Sınıflandırılamadı
ETOLAX 500/8 MG FİLM KAPLI TABLET,ETODOLAK/TİYOKOLŞİKOSİD,Ağrı Kesici
CLAROL 500 MG I.V. İNFÜZYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN LİYOFİLİZE TOZ VE ÇÖZÜCÜ,KLARİTROMİSİN,Antibiyotik
VASTAREL MR 35 MG FİLM KAPLI TABLET,TRIMETAZIDIN DIHIDROKLORID,Diğer / Sınıflandırılamadı
LASİX 40 MG TABLET,FUROSEMİD,Diğer / Sınıflandırılamadı
ASACOL 800 MG ENTERİK KAPLI TABLET,MESALAZIN,Diğer / Sınıflandırılamadı
DİLTİZEM 30 MG TABLET,DİLTİAZEM HİDROKLORÜR,Kalp/Tansiyon
DİLTİZEM 60 MG TABLET,DİLTİAZEM HİDROKLORÜR,Kalp/Tansiyon
DİLTİZEM-L 25 MG LİYOFİLİZE ENJEKSİYONLUK TOZ,DİLTİAZEM HİDROKLORÜR,Kalp/Tansiyon
ULTRAVIST 300 MG/ML ENJEKSIYON/İNFüZYON İçIN ÇöZELTI,İOPROMID,Diğer / Sınıflandırılamadı
ULTRAVIST 370 MG/ML ENJEKSIYON/İNFüZYON İçIN ÇöZELTI,İOPROMID,Diğer / Sınıflandırılamadı
TADOLAK SR 600 MG UZATILMIŞ SALIMLI FILM KAPLI TABLET,ETODOLAK,Ağrı Kesici
YERUBA 400 MG FILM KAPLI TABLET,İMATINIB MESILAT,Diğer / Sınıflandırılamadı
DİLTİZEM 90 MG UZATILMIŞ SALIMLI TABLET,DİLTİAZEM HİDROKLORÜR,Kalp/Tansiyon
DİLTİZEM 120 MG UZATILMIŞ SALIMLI TABLET,DİLTİAZEM HİDROKLORÜR,Kalp/Tansiyon
DİLTİZEM 240 MG UZATILMIŞ SALIMLI TABLET,DİLTİAZEM HİDROKLORÜR,Kalp/Tansiyon
ZİTRASİN 200 MG/5 ML ORAL SüSPANSIYON HAZıRLAMAK İçIN TOZ,AZİTROMİSİN DİHİDRAT,Antibiyotik
"AYFLEKS %0,9 İZOTONIK SODYUM KLORüR I.V.  İNFüZYONLUK ÇöZELTI",SODYUM KLORüR,Diğer / Sınıflandırılamadı
"FRESELAMIN %8,5 AMİNOASİT I.V. İNFÜZYON ÇÖZELTİSİ",AMINO ASIT,Diğer / Sınıflandırılamadı
FRESELAMİN %10 AMİNOASİT I.V. İNFÜZYON ÇÖZELTİSİ,AMINO ASIT,Diğer / Sınıflandırılamadı
"FURADERM % 0,2 MERHEM",NITROFURAZON,Diğer / Sınıflandırılamadı
FURACEPT %0.2 MERHEM,NITROFURAZON,Diğer / Sınıflandırılamadı
CARDOPAN PLUS 80 MG/12.5 MG FİLM KAPLI TABLET,"VALSARTAN, HİDROKLOROTİYAZİD",Kalp/Tansiyon
CARDOPAN PLUS 160 MG/12.5 MG FİLM KAPLI TABLET,"VALSARTAN, HİDROKLOROTİYAZİD",Kalp/Tansiyon
PARKYN ER 0.375 MG UZATILMIŞ SALIMLI TABLET,PRAMIPEKSOL,Diğer / Sınıflandırılamadı
NEOMIDANTAN 100 MG SERT KAPSüL,AMANTADIN HIDROKLORüR,Diğer / Sınıflandırılamadı
TURKTıPSAN MAGNEZYUM SüLFAT 40 G/1000 ML IV İNFüZYON İçIN ÇöZELTI,MAGNEZYUM SüLFAT HEPTAHIDRAT,Diğer / Sınıflandırılamadı
TYLOL HOT D 500MG+60MG+4MG/5G TEK KULLANIMLIK  ORAL  ÇÖZELTI  HAZIRLAMAK  İÇİN  TOZ,"PARASETAMOL, PSÖDOEFEDRİN HCL, KLORFENİRAMİN MALEAT",Ağrı Kesici
MADESCAR %1 MERHEM,CENTELLA ASIATICA EKSTRESI,Diğer / Sınıflandırılamadı
"ZARZİO 30 MU/0,5 ML ENJEKSIYONLUK/INFüZYONLUK ÇÖZELTI İÇEREN KULLANIMA HAZIR ENJEKTöR",FILGRASTIM,Diğer / Sınıflandırılamadı
"ZARZİO 48 MU/0,5 ML ENJEKSIYONLUK/INFüZYONLUK ÇÖZELTİ İÇEREN KULLANıMA HAZıR ENJEKTöR",FILGRASTIM,Diğer / Sınıflandırılamadı
PARKYN 0.250 MG TABLET,PRAMIPEKSOL,Diğer / Sınıflandırılamadı
PARKYN 1 MG TABLET,PRAMIPEKSOL DIHIDROKLORÜR MONOHIDRAT,Diğer / Sınıflandırılamadı
COPAXONE 40 MG/ML PEN ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR KALEM,GLATİRAMER ASETAT,Diğer / Sınıflandırılamadı
SETİNOX 4 MG/ML ORAL ÇöZELTI,ATOMOKSETIN HIDROKLORüR,Diğer / Sınıflandırılamadı
SİABET 25 MG FİLM KAPLI TABLET,SİTAGLİPTİN FOSFAT ANHİDRUS,Diyabet
DİANE 2 MG/ 35 MCG KAPLI TABLET,"SİPROTERON ASETAT, ETİNİL ESTRADİOL",Diğer / Sınıflandırılamadı
SİABET 50 MG FİLM KAPLI TABLET,SİTAGLİPTİN FOSFAT ANHİDRUS,Diyabet
ORENCIA SC 125 MG/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR DOLU ENJEKTÖR,ABATASEPT,Diğer / Sınıflandırılamadı
LUSTRAL 50 MG ÇENTIKLI FILM KAPLI TABLET,SERTRALIN HCL,Diğer / Sınıflandırılamadı
ORENCIA 250 MG KONSANTRE PERFÜZYONLUK ÇÖZELTİ İÇİN TOZ İÇEREN FLAKON,ABATASEPT,Diğer / Sınıflandırılamadı
LUSTRAL SPECIAL 100 MG FILM KAPLI TABLET,SERTRALIN HCL,Diğer / Sınıflandırılamadı
PİRETİKOL 250 MG/5 ML ORAL SÜSPANSİYON,PARASETAMOL,Ağrı Kesici
CAELYX 2 MG/ML KONSANTRE İNFüZYON ÇöZELTISI,PEGİLE LİPOZOMAL DOKSORUBİSİN HİDROKLORÜR,Diğer / Sınıflandırılamadı
KıNERET 100 MG/0.67 ML ENJEKSIYONLUK ÇöZELTI İçEREN KULLANıMA HAZıR ENJEKTöR,ANAKINRA,Diğer / Sınıflandırılamadı
NOXAFIL 300 MG İNFÜZYONLUK KONSANTRE ÇÖZELTİ,POSAKONAZOL,Diğer / Sınıflandırılamadı
RAFAMİN  600 MG IV ENJEKSİYONLUK  LİYOFİLİZE  TOZ  İÇEREN  FLAKON,RİFAMPİN,Diğer / Sınıflandırılamadı
"DEXANETİL % 0,1 + % 0,3  GÖZ DAMLASI, ÇÖZELTİ","DEKSAMETAZON DİSODYUM FOSFAT, NETİLMİSİN SÜLFAT",Diğer / Sınıflandırılamadı
CARDOPAN PLUS 160 MG/25 MG FİLM KAPLI TABLET,"VALSARTAN, HİDROKLOROTİYAZİD",Kalp/Tansiyon
MAXIMUS 100 MG FILM TABLET,FLURBIPROFEN,Diğer / Sınıflandırılamadı
MİNAMOL FORT 250 MG/5 ML ORAL SüSPANSIYON,PARASETAMOL,Ağrı Kesici
CYLORİN 25 MG YUMUŞAK KAPSÜL,SİKLOSPORİN,Diğer / Sınıflandırılamadı
CYLORIN 100 MG YUMUŞAK KAPSÜL,SİKLOSPORİN,Diğer / Sınıflandırılamadı
DERMİFİN FORTE %2 KREM,NAFTİFİN HİDROKLORÜR,Diğer / Sınıflandırılamadı
DUSPATALIN 100MG KAPLI TABLET,MEBEVERIN HIDROKLORÜR,Diğer / Sınıflandırılamadı
CLOVATE %0.05 SAÇ LOSYONU,KLOBETAZOL 17-PROPIYONAT,Diğer / Sınıflandırılamadı
COLDİNOM 100 MG+15 MG+1 MG/5 ML şURUP,"İBUPROFEN, PSöDOEFEDRIN HIDROKLORüR, KLORFENIRAMIN MALEAT",Ağrı Kesici
COPAXONE 40 MG/ML ENJEKSİYONLUK ÇÖZELTİ  İÇEREN KULLANIMA HAZIR ENJEKTÖR,GLATİRAMER ASETAT,Diğer / Sınıflandırılamadı
LONQUEX  6  MG/0.6  ML  KULLANIMA  HAZIR  DOLU  ENJEKTÖR,LİPEGFİLGRASTİM,Diğer / Sınıflandırılamadı
COPAXONE 20 MG/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR DOLU ENJEKTÖR,GLATİRAMER ASETAT,Diğer / Sınıflandırılamadı
CLOVATE % 0.05 KREM,KLOBETAZOL PROPİYONAT,Diğer / Sınıflandırılamadı
PREPAGEL %1+%5 JEL,"DİETİLAMİN SALİSİLAT, ESSİN",Diğer / Sınıflandırılamadı
PİRETİKOL 120 MG/5 ML ORAL SÜSPANSİYON,PARASETAMOL,Ağrı Kesici
"SULIDEXPOL PLUS %1 + %5 DERIYE UYGULANACAK  SPREY, ÇöZELTI","NIMESULID, LIDOKAIN",Diğer / Sınıflandırılamadı
"OTİFY 45,52 MG + 11,38 MG/ML KULAK DAMLASI, ÇÖZELTİ","FENAZON,LİDOKAİN HİDROKLORÜR",Diğer / Sınıflandırılamadı
STRIBILD 150MG/150MG/200MG/245MG FILM KAPLI TABLET,"ELVİTEGRAVİR, KOBİSİSTAT, EMTRİSİTABİN VE TENOFOVİR DİSOPROKSİL",Diğer / Sınıflandırılamadı
PREXİBAY 120 MG/5 ML ORAL SÜSPANSİYON,PARASETAMOL,Ağrı Kesici
PREXİBAY PLUS 250 MG/5 ML ORAL SÜSPANSİYON,PARASETAMOL,Ağrı Kesici
JUNİFEN 100 MG/5 ML PEDİYATRİK ŞURUP,İBUPROFEN,Ağrı Kesici
SEDOZOLAM 5 MG/5 ML IM/IV/REKTAL ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,MİDAZOLAM HİDROKLORÜR,Diğer / Sınıflandırılamadı
SEDOZOLAM 15 MG/3 ML IM/IV/REKTAL ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,MİDAZOLAM HİDROKLORÜR,Diğer / Sınıflandırılamadı
RAVİRAN 200 MG FİLM KAPLI TABLET,FAVİPİRAVİR,Diğer / Sınıflandırılamadı
URODAY 3G GRANÜL İÇEREN SAŞE,FOSFOMISIN TROMETAMOL,Diğer / Sınıflandırılamadı
İHTİYOL TCT % 10 MERHEM,İHTİYOL,Diğer / Sınıflandırılamadı
"EMEKSAT %0,05 GÖZ DAMLASI, ÇÖZELTİ",EMEDASTİN DİFUMARAT,Diğer / Sınıflandırılamadı
"EYENAT %0,15 GÖZ DAMLASI, ÇÖZELTİ",SODYUM HİYALÜRONAT,Diğer / Sınıflandırılamadı
CANDENACT PLUS 32/25 MG TABLET,KANDESARTAN SİLEKSETİL + HİDROKLOROTİYAZİD,Kalp/Tansiyon
"ESTENOL 0,5 MG İNFüZYONLUK ÇöZELTI HAZıRLAMAK  İçIN TOZ VE ÇöZüCü",EPOPROSTENOL SODYUM,Diğer / Sınıflandırılamadı
"ESTENOL 1,5 MG İNFüZYONLUK ÇöZELTI HAZıRLAMAK  İçIN TOZ VE ÇöZüCü",EPOPROSTENOL SODYUM,Diğer / Sınıflandırılamadı
BIYONEFROL 40 - % 3.86 GLUKOZ İçEREN PERITON  DIYALIZ ÇöZELTISI,"GLUKOZ (SUSUZ), SODYUM KLORüR, KALSIYUM KLORüR DIHIDRAT, MAGNEZYUM KLORüR HEKZAHIDRAT, SODYUM BIKARBONAT VE SODYUM (S)-LAKTAT",Diğer / Sınıflandırılamadı
"BİYONEFROL 40 - % 1,36 GLUKOZ IçEREN PERITON DIYALIZ çöZELTISI","GLUKOZ (SUSUZ), SODYUM KLORüR, KALSIYUM KLORüR DIHIDRAT, MAGNEZYUM KLORüR HEKZAHIDRAT, SODYUM BIKARBONAT VE SODYUM (S)-LAKTAT",Diğer / Sınıflandırılamadı
TRİCEF 600 MG FİLM KAPLI TABLET,SEFDİNİR,Diğer / Sınıflandırılamadı
PRİMEFLEKS  İZOMAX DENGELİ ELEKTROLİT I.V. İNFÜZYONLUK ÇÖZELTİ,"SODYUM ASETAT TRİHİDRAT,  SODYUM KLORÜR, POTASYUM  KLORÜR,  SODYUM  SİTRAT  DİHİDRAT,  KALSİYUM  KLORÜR  DİHİDRAT, MAGNEZYUM KLORÜR HEKZAHİDRAT",Diğer / Sınıflandırılamadı
PRİMEFLEKS LAKTATLI RİNGER I.V. İNFÜZYONLUK ÇÖZELTİ,"SODYUM KLORÜR,  SODYUM LAKTAT, POTASYUM KLORÜR,  KALSİYUM KLORÜR DİHİDRAT",Diğer / Sınıflandırılamadı
OLİNAR 100 MG FİLM KAPLI TABLET,SERTRALİN HCL,Psikiyatri
OLİNAR 50 MG FİLM KAPLI TABLET,SERTRALİN HCL,Psikiyatri
GLİVİDİN 50 MG TABLET,VİLDAGLİPTİN,Diyabet
SEPARMOL ZERO 160 MG+1 MG/5 ML ŞURUP,"PARASETAMOL, KLORFENIRAMIN MALEAT",Ağrı Kesici
"RHEUMETEX 30 MG/0,75 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR",METOTREKSAT DİSODYUM,Diğer / Sınıflandırılamadı
"RHEUMETEX 7,5 MG/0,7875 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR",METOTREKSAT DİSODYUM,Diğer / Sınıflandırılamadı
SULIDEXPOL %3 JEL,NIMESULID,Diğer / Sınıflandırılamadı
CALIRA-MET 5 MG/1000 MG FILM KAPLı TABLET,"DAPAGLIFLOZIN, METFORMIN HIDROKLORüR",Diğer / Sınıflandırılamadı
TOLEDAK 600 MG FILM KAPLı TABLET,ETODOLAK,Ağrı Kesici
MUCAVO 5 MG FILM KAPLı TABLET,METIMAZOL (TIAMAZOL),Diğer / Sınıflandırılamadı
MUCAVO 10 MG FILM KAPLı TABLE10,METIMAZOL (TIAMAZOL),Diğer / Sınıflandırılamadı
"THERMO ACE %1+%0,025 JEL","NIMESULID, KAPSAISIN",Diğer / Sınıflandırılamadı
"FUGİNOR %1 + %0,1 KREM","İZOKONAZOL NİTRAT, DİFLUKORTOLON VALERAT",Diğer / Sınıflandırılamadı
REDUCEROL 20 MCG/2 ML NEBüLIZASYON ÇöZELTISI,FORMOTEROL FUMARAT DIHIDRAT,Solunum
ZORAPEL %0.1+%2.5 JEL,"ADAPALEN, BENZOIL PEROKSIT",Diğer / Sınıflandırılamadı
ENZARİS 5 MG FİLM KAPLI TABLET,SİKLOBENZAPRİN HİDROKLORÜR,Diğer / Sınıflandırılamadı
"SAMIRTON D3 50.000 I.U/15 ML ORAL DAMLA,  ÇöZELTI",KOLEKALSIFEROL (VITAMIN D3),Diğer / Sınıflandırılamadı
"BEPROS 0,5 MG YUMUŞAK KAPSÜL",DUTASTERİD,Diğer / Sınıflandırılamadı
JASİTA 25 MG FİLM KAPLI TABLET,SITAGLIPTIN,Diğer / Sınıflandırılamadı
JASİTA 100 MG FİLM KAPLI TABLET,SITAGLIPTIN,Diğer / Sınıflandırılamadı
ALTOBİO METOPROLOL 5 MG/5 ML IV ENJEKSİYONLUK ÇÖZELTİ,METOPROLOL  TARTARAT,Kalp/Tansiyon
KYRONS 4 MG/2 ML IM/IV ENJEKSIYONLUK ÇöZELTI,ONDANSETRON HIDROKLORüR DIHIDRAT,Diğer / Sınıflandırılamadı
KYRONS 8 MG/4 ML IM/IV ENJEKSIYONLUK ÇöZELTI,ONDANSETRON HIDROKLORüR DIHIDRAT,Diğer / Sınıflandırılamadı
DAFLOGEL % 2 JEL,TROKSERUTİN,Diğer / Sınıflandırılamadı
BİO-SİDOZ 1000 MG GASTRO REZİSTAN TABLET,SODYUM BİKARBONAT,Diğer / Sınıflandırılamadı
"BUDOLER 200 MCG BASINÇLI İNHALASYON, SÜSPANSİYON",BUDESONİD,Solunum
NEOFLEKS PP LAKTATLI RINGER ÇÖZELTİSİ,"SODYUM  LAKTAT,  SODYUM  KLORüR,  POTASYUM  KLORüR, KALSIYUM KLORüR DIHIDRAT",Diğer / Sınıflandırılamadı
"SAMIRTON D3 150.000 I.U/10 ML ORAL DAMLA,  ÇÖZELTİ",KOLEKALSIFEROL (VITAMIN D3),Diğer / Sınıflandırılamadı
"METLINOX 69,19 MG/ML ORAL DAMLA, SüSPANSIYON",SIMETIKON,Diğer / Sınıflandırılamadı
A-FERIN FORTE 500 MG/4 MG FILM KAPLı TABLET,"PARASETAMOL, KLORFENIRAMIN MALEAT",Ağrı Kesici
PIVMESID 400 MG FILM KAPLı TABLET,PİVMESİLİNAM HİDROKLORÜR,Diğer / Sınıflandırılamadı
DIYAGLIP 5 MG FILM KAPLı TABLET,LINAGLIPTIN,Diğer / Sınıflandırılamadı
RITOCOV 100 MG FILM KAPLı TABLET,RİTONAVİR,Antiviral
REFLOSEL 40 MG ENJEKSIYONLUK/İNFüZYONLUK ÇöZELTI HAZıRLAMAK İçIN TOZ,ESOMEPRAZOL SODYUM,Mide
NAGLAZYME 1 MG/ML İNFÜZYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN KONSANTRE,GALSÜLFAZ,Diğer / Sınıflandırılamadı
RYBELSUS 3 MG TABLET,SEMAGLUTİD,Diğer / Sınıflandırılamadı
RYBELSUS 7 MG TABLET,SEMAGLUTİD,Diğer / Sınıflandırılamadı
PRIEKIP % 2 ENJEKSIYONLUK ÇöZELTI,PRILOKAIN HIDROKLORüR,Diğer / Sınıflandırılamadı
RYBELSUS 14 MG TABLET,SEMAGLUTİD,Diğer / Sınıflandırılamadı
DASAVEC 50 MG FİLM KAPLI TABLET,DASATİNİB,Diğer / Sınıflandırılamadı
DASAVEC 70 MG FİLM KAPLI TABLET,DASATİNİB,Diğer / Sınıflandırılamadı
BIYONEFROL 40-% 2.27 GLUKOZ İçEREN PERITON  DIYALIZ ÇöZELTISI,"GLUKOZ (SUSUZ), SODYUM KLORüR, KALSIYUM KLORüR DIHIDRAT, MAGNEZYUM KLORüR HEKZAHIDRAT, SODYUM BIKARBONAT VE SODYUM (S)-LAKTAT",Diğer / Sınıflandırılamadı
TROTRAG 75 MG FİLM KAPLI TABLET,ELTROMBOPAG OLAMİN,Diğer / Sınıflandırılamadı
MAVİRET 100 MG/40 MG FİLM KAPLI TABLET,GLEKAPREVİR/PİBRENTASVİR,Diğer / Sınıflandırılamadı
"RHEUMETEX 20 MG/0,5 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR",METOTREKSAT DİSODYUM,Diğer / Sınıflandırılamadı
"RHEUMETEX 25 MG/0,625 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR",METOTREKSAT DİSODYUM,Diğer / Sınıflandırılamadı
"RHEUMETEX 27,5 MG/0,6875 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR",METOTREKSAT DİSODYUM,Diğer / Sınıflandırılamadı
"RHEUMETEX 22,5 MG/0,5625 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR",METOTREKSAT DİSODYUM,Diğer / Sınıflandırılamadı
"RHEUMETEX 17,5 MG/0,4375 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR",METOTREKSAT DİSODYUM,Diğer / Sınıflandırılamadı
"RHEUMETEX 15 MG/0,375 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR",METOTREKSAT DİSODYUM,Diğer / Sınıflandırılamadı
"RHEUMETEX 12,5 MG/0,3125 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR",METOTREKSAT DİSODYUM,Diğer / Sınıflandırılamadı
"RHEUMETEX 10 MG/0,25 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR",METOTREKSAT DİSODYUM,Diğer / Sınıflandırılamadı
FENITOSEL 250 MG/5 ML IM/IV ENJEKSIYONLUK  ÇöZELTI,FENITOIN SODYUM,Diğer / Sınıflandırılamadı
SEPARMOL 120 MG/5 ML PEDIATRIK ŞURUP,PARASETAMOL,Ağrı Kesici
VILBIODA 50 MG TABLET,VILDAGLIPTIN,Diğer / Sınıflandırılamadı
VALAMOR 200 MG FİLM KAPLI TABLET,RİBOSİKLİB SÜKSİNAT,Diğer / Sınıflandırılamadı
HAEMOCTİN SDH 500 IU/10 ML IV ENJEKSİYONLUK TOZ VE ÇÖZÜCÜ,İNSAN PLAZMASıNDAN TüRETILMIş KOAGüLASYON  FAKTöRü VLLL,Diğer / Sınıflandırılamadı
RIDAKTON 25 MG FILM KAPLı TABLET,SPIRONOLAKTON,Diğer / Sınıflandırılamadı
CARDIVEX 8 MG FILM KAPLı TABLET,BENIDIPIN HIDROKLORüR,Diğer / Sınıflandırılamadı
"MOZOFOR 24 MG/1,2 ML S.C. ENJEKSİYONLUK ÇÖZELTİ",PLERİKSAFOR,Diğer / Sınıflandırılamadı
"AZARCOM 10 MG/ML + 5 MG/ML GÖZ DAMLASI,  SÜSPANSİYON","BRİNZOLAMİD, TİMOLOL MALEAT",Diğer / Sınıflandırılamadı
"BUDOLER 50 MCG BASINÇLI İNHALASYON, SÜSPANSİYON",BUDESONİD,Solunum
ZOVALOX  250  MG  İNFÜZYONLUK  ÇÖZELTI  HAZIRLAMADA KULLANILACAK KONSANTRE İÇİN TOZ,ASIKLOVIR SODYUM,Diğer / Sınıflandırılamadı
NEXVİAZYME 100 MG İNFÜZYONLUK ÇÖZELTİ HAZIRLAMADA KULLANILACAK KONSANTRE İÇİN TOZ,AVALGLUKOZİDAZ ALFA,Diğer / Sınıflandırılamadı
CONCOR 5 MG FİLM KAPLI TABLET,BISOPROLOL HEMIFUMARAT,Diğer / Sınıflandırılamadı
FULMESTA 250 MG/5 ML ENJEKSIYONLUK ÇöZELTI  İçEREN KULLANıMA HAZıR  ENJEKTöR,FULVESTRANT,Diğer / Sınıflandırılamadı
CONCOR 10 MG FİLM KAPLI TABLET,BISOPROLOL HEMIFUMARAT,Diğer / Sınıflandırılamadı
"COLİDENT %8,71 JEL SPREY",KOLIN SALISILAT,Diğer / Sınıflandırılamadı
CARMUCNU 100 MG İNFüZYONLUK ÇöZELTI HAZıRLAMAK İçIN TOZ VE  ÇöZüCü,KARMUSTIN,Diğer / Sınıflandırılamadı
KLAROLID 250 MG FILM KAPLı TABLET,KLARITROMISIN,Diğer / Sınıflandırılamadı
CYOVEL 30 MG SERT KAPSÜL,OSELTAMIVIR FOSFAT,Diğer / Sınıflandırılamadı
CYOVEL 45 MG SERT KAPSÜL,OSELTAMIVIR FOSFAT,Diğer / Sınıflandırılamadı
CYOVEL 75 MG SERT KAPSÜL,OSELTAMIVIR FOSFAT,Diğer / Sınıflandırılamadı
CURATINOX 200 MG/40 ML IV İNFüZYONLUK KONSANTRE ÇöZELTI,OKZALIPLATIN,Diğer / Sınıflandırılamadı
CURATINOX 50 MG/10 ML IV İNFüZYONLUK KONSANTRE ÇöZELTI,OKZALIPLATIN,Diğer / Sınıflandırılamadı
FLUZOLE 200 MG KAPSUL,FLUKONAZOL,Diğer / Sınıflandırılamadı
ARIFAY 30 MG  AĞIZDA DAĞILAN TABLET,ARIPIPRAZOL,Diğer / Sınıflandırılamadı
JASİTA 50 MG FİLM KAPLI TABLET,SITAGLIPTIN,Diğer / Sınıflandırılamadı
LEVOZER 750 MG FILM KAPLı TABLET,LEVOFLOKSAZIN HEMIHIDRAT,Diğer / Sınıflandırılamadı
AUGMENTIN 500 MG/125 MG FILM KAPLI TABLET,"AMOKSISILIN, KLAVULANIK ASIT",Diğer / Sınıflandırılamadı
DURCANEM % 2 KREM,DİLTİAZEM HİDROKLORÜR,Kalp/Tansiyon
REXLAC 670 MG/ML ŞURUP,LAKTULOZ,Diğer / Sınıflandırılamadı
SIMLINOX 40 MG/80 MG FILM KAPLı TABLET,"OTILONYUM BROMüR, SIMETIKON",Diğer / Sınıflandırılamadı
AUGMENTIN 875 MG/125 MG FILM KAPLI TABLET,"AMOKSISILIN, KLAVULANIK ASIT",Diğer / Sınıflandırılamadı
ERTİVEC 25 MG FİLM KAPLI TABLET,ERLOTİNİB HİDROKLORÜR,Diğer / Sınıflandırılamadı
